Biker_Age,Biker_Occupation,Biker_Education_Level,Riding_Experience,Daily_Travel_Distance,Talk_While_Riding,Smoke_While_Riding,Wearing_Helmet,Motorcycle_Ownership,Valid_Driving_License,Bike_Condition,Road_Type,Road_condition,Weather,Time_of_Day,Traffic_Density,Speed_Limit,Bike_Speed,Number_of_Vehicles,Biker_Alcohol,Accident_Severity
24,Student,Above high school,1,0,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Night,1,40,45,8,0,No Accident
23,Student,Above high school,2,48,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Afternoon,5,40,66,6,0,No Accident
26,Student,Above high school,5,19,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Clear,Morning,5,40,30,2,0,No Accident
28,Student,Above high school,9,2,Never,Never,No,Inherited,No,New,Village Road,Dry,Foggy,Afternoon,5,40,22,8,0,No Accident
27,Student,Above high school,0,6,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Night,1,40,90,2,0,No Accident
30,Student,Above high school,6,42,Regularly,Never,No,Bought with own money,No,New,Village Road,Dry,Clear,Afternoon,5,40,22,6,0,No Accident
27,Student,Above high school,9,22,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Noon,3,40,67,4,0,No Accident
23,Student,Above high school,1,37,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Evening,5,40,80,4,0,No Accident
19,Student,Above high school,7,42,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Afternoon,3,40,46,5,0,No Accident
23,Student,Above high school,8,37,Never,Never,No,Inherited,No,New,Village Road,Dry,Clear,Afternoon,7,40,76,2,0,No Accident
16,Student,Above high school,7,32,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Night,7,40,33,6,0,No Accident
19,Student,Above high school,1,37,Regularly,Never,No,Bought with own money,No,New,Village Road,Wet,Rainy,Afternoon,6,40,51,4,0,No Accident
15,Student,Above high school,8,3,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Morning,5,40,20,8,0,No Accident
30,Student,Above high school,1,31,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Afternoon,6,40,50,1,0,No Accident
29,Student,Above high school,1,31,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Clear,Night,3,40,45,5,0,No Accident
25,Student,Above high school,0,10,Never,Never,No,Inherited,No,New,Village Road,Dry,Foggy,Afternoon,6,40,84,2,0,No Accident
19,Student,Above high school,3,22,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Noon,4,40,62,1,0,No Accident
21,Student,Above high school,9,24,Regularly,Never,No,Bought with own money,No,New,Village Road,Dry,Clear,Evening,7,40,88,8,0,No Accident
18,Student,Above high school,8,12,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,3,40,71,5,0,No Accident
28,Student,Above high school,9,26,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Night,6,40,78,1,0,No Accident
24,Student,Above high school,5,20,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Afternoon,6,40,63,5,0,No Accident
25,Student,Above high school,0,11,Never,Never,No,Inherited,No,New,Village Road,Dry,Clear,Morning,4,40,59,6,0,No Accident
19,Student,Above high school,10,22,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Afternoon,6,40,63,3,0,No Accident
26,Student,Above high school,0,22,Regularly,Never,No,Bought with own money,No,New,Village Road,Wet,Rainy,Night,3,40,48,1,0,No Accident
26,Student,Above high school,7,36,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,6,40,36,3,0,No Accident
16,Student,Above high school,0,47,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Noon,4,40,29,2,0,No Accident
27,Student,Above high school,5,45,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Clear,Evening,7,40,28,2,0,No Accident
15,Student,Above high school,5,15,Never,Never,No,Inherited,No,New,Village Road,Dry,Foggy,Afternoon,1,40,25,8,0,No Accident
17,Student,Above high school,1,48,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Night,1,40,41,5,0,No Accident
17,Student,Above high school,7,4,Regularly,Never,No,Bought with own money,No,New,Village Road,Dry,Clear,Afternoon,6,40,44,3,0,No Accident
17,Student,Above high school,7,8,Never,Sometimes,No,Bought with own money,No,Old,City Road,Dry,Foggy,Morning,1,40,29,2,0,No Accident
20,Student,Above high school,7,25,Never,Never,No,Inherited,Yes,New,City Road,Wet,Rainy,Afternoon,1,40,65,5,0,No Accident
15,Student,Above high school,8,6,Regularly,Sometimes,No,Bought with own money,No,Old,City Road,Wet,Rainy,Night,6,40,40,4,0,No Accident
27,Student,Above high school,7,34,Never,Never,No,Inherited,No,New,City Road,Dry,Clear,Afternoon,3,40,78,4,0,No Accident
15,Student,Above high school,1,17,Regularly,Sometimes,Yes,Inherited,Yes,Old,City Road,Dry,Foggy,Noon,4,40,61,2,0,No Accident
20,Student,Above high school,6,23,Regularly,Never,No,Bought with own money,No,New,City Road,Wet,Rainy,Evening,5,40,73,4,0,No Accident
30,Student,Above high school,8,2,Never,Sometimes,No,Bought with own money,No,Old,City Road,Dry,Foggy,Afternoon,1,40,66,8,0,No Accident
21,Student,Above high school,6,7,Never,Never,No,Inherited,Yes,New,City Road,Wet,Rainy,Night,6,40,24,8,0,No Accident
15,Student,Above high school,7,44,Regularly,Sometimes,No,Bought with own money,No,Old,City Road,Dry,Clear,Afternoon,7,40,45,4,0,No Accident
18,Student,Above high school,4,40,Never,Never,No,Inherited,No,New,City Road,Dry,Foggy,Morning,2,40,30,7,1,No Accident
29,Student,Above high school,2,30,Regularly,Sometimes,Yes,Inherited,Yes,Old,City Road,Wet,Rainy,Afternoon,7,40,78,8,0,No Accident
15,Student,Above high school,8,27,Regularly,Never,No,Bought with own money,No,New,City Road,Dry,Clear,Night,4,40,50,6,0,No Accident
22,Student,Above high school,8,46,Never,Sometimes,No,Bought with own money,No,Old,City Road,Dry,Foggy,Afternoon,6,40,24,8,0,No Accident
22,Student,Above high school,2,40,Never,Never,No,Inherited,Yes,New,City Road,Wet,Rainy,Noon,7,40,78,5,0,No Accident
22,Student,Above high school,8,0,Regularly,Sometimes,No,Bought with own money,No,Old,City Road,Wet,Rainy,Evening,5,40,33,7,0,No Accident
20,Student,Above high school,5,47,Never,Never,No,Inherited,No,New,City Road,Dry,Clear,Afternoon,6,40,27,7,0,No Accident
30,Student,Above high school,4,47,Regularly,Sometimes,Yes,Inherited,Yes,Old,City Road,Dry,Foggy,Night,1,40,86,4,0,No Accident
30,Student,Above high school,7,23,Regularly,Never,No,Bought with own money,No,New,City Road,Wet,Rainy,Afternoon,1,40,20,6,0,No Accident
16,Student,Above high school,5,10,Never,Sometimes,No,Bought with own money,No,Old,City Road,Dry,Foggy,Morning,3,40,27,1,0,No Accident
29,Student,Above high school,1,25,Never,Never,No,Inherited,Yes,New,City Road,Wet,Rainy,Afternoon,1,40,24,4,0,No Accident
16,Student,Above high school,2,19,Regularly,Sometimes,No,Bought with own money,No,Old,City Road,Dry,Clear,Night,5,40,42,7,0,No Accident
24,Student,Above high school,3,27,Never,Never,No,Inherited,No,New,City Road,Dry,Foggy,Afternoon,6,40,34,1,0,No Accident
29,Student,Above high school,4,46,Regularly,Sometimes,Yes,Inherited,Yes,Old,City Road,Wet,Rainy,Noon,1,70,42,3,0,No Accident
22,Student,Above high school,6,37,Regularly,Never,No,Bought with own money,No,New,City Road,Dry,Clear,Evening,7,70,59,6,0,No Accident
17,Student,Above high school,2,33,Never,Sometimes,No,Bought with own money,No,Old,City Road,Dry,Foggy,Afternoon,5,70,39,2,0,No Accident
22,Student,Above high school,6,36,Never,Never,No,Inherited,Yes,New,City Road,Wet,Rainy,Night,6,70,93,2,0,No Accident
21,Student,Above high school,2,2,Regularly,Sometimes,No,Bought with own money,No,Old,City Road,Wet,Rainy,Afternoon,7,70,76,7,0,No Accident
30,Student,Above high school,5,31,Never,Never,No,Inherited,No,New,City Road,Dry,Clear,Morning,7,70,89,7,0,No Accident
21,Student,Above high school,1,12,Regularly,Sometimes,Yes,Inherited,Yes,Old,City Road,Dry,Foggy,Afternoon,7,70,88,6,0,No Accident
22,Student,Above high school,2,29,Regularly,Never,No,Bought with own money,No,New,City Road,Wet,Rainy,Night,4,70,94,2,0,No Accident
29,Student,Above high school,3,5,Never,Sometimes,No,Bought with own money,No,Old,City Road,Dry,Foggy,Afternoon,4,70,77,8,0,No Accident
23,Student,Above high school,2,6,Never,Never,No,Inherited,Yes,New,City Road,Wet,Rainy,Noon,5,70,94,1,0,No Accident
19,Student,Above high school,2,1,Regularly,Sometimes,No,Bought with own money,No,Old,City Road,Dry,Clear,Evening,6,70,100,2,0,No Accident
21,Student,Above high school,0,11,Never,Never,No,Inherited,No,New,City Road,Dry,Foggy,Afternoon,1,70,74,2,0,No Accident
25,Student,Above high school,7,6,Regularly,Sometimes,Yes,Inherited,Yes,Old,City Road,Wet,Rainy,Night,3,70,97,8,0,No Accident
28,Student,Above high school,6,4,Regularly,Never,No,Bought with own money,No,New,City Road,Dry,Clear,Afternoon,2,70,81,8,0,No Accident
26,Student,Above high school,10,19,Never,Sometimes,No,Bought with own money,No,Old,City Road,Dry,Foggy,Morning,2,70,101,5,0,No Accident
30,Student,Above high school,3,4,Never,Never,No,Inherited,Yes,New,City Road,Wet,Rainy,Afternoon,5,70,57,8,0,No Accident
22,Student,Above high school,10,22,Regularly,Sometimes,No,Bought with own money,No,Old,City Road,Wet,Rainy,Night,6,70,41,4,0,No Accident
18,Student,Above high school,8,3,Never,Never,No,Inherited,No,New,City Road,Dry,Clear,Afternoon,4,70,51,7,0,No Accident
29,Student,Above high school,10,36,Regularly,Sometimes,Yes,Inherited,Yes,Old,City Road,Dry,Foggy,Noon,7,70,74,1,0,No Accident
23,Student,Above high school,4,19,Regularly,Never,No,Bought with own money,No,New,City Road,Wet,Rainy,Evening,3,70,37,4,0,No Accident
20,Student,Above high school,10,49,Never,Sometimes,No,Bought with own money,No,Old,City Road,Dry,Foggy,Afternoon,5,70,38,8,1,No Accident
20,Student,Above high school,10,41,Never,Never,No,Inherited,Yes,New,City Road,Wet,Rainy,Night,3,70,98,3,0,No Accident
16,Student,Above high school,0,21,Regularly,Sometimes,No,Bought with own money,No,Old,City Road,Dry,Clear,Afternoon,4,70,66,4,0,No Accident
29,Student,Above high school,0,35,Never,Never,No,Inherited,No,New,City Road,Dry,Foggy,Morning,3,70,33,6,0,No Accident
26,Student,Above high school,8,6,Regularly,Sometimes,Yes,Inherited,Yes,Old,City Road,Wet,Rainy,Afternoon,6,70,93,8,0,No Accident
30,Student,Above high school,10,12,Regularly,Never,No,Bought with own money,No,New,City Road,Dry,Clear,Night,3,70,45,1,0,No Accident
18,Student,Above high school,5,7,Never,Sometimes,No,Bought with own money,No,Old,City Road,Dry,Foggy,Afternoon,5,70,59,8,0,No Accident
29,Student,Above high school,10,14,Never,Never,No,Inherited,Yes,New,City Road,Wet,Rainy,Noon,6,70,51,5,0,No Accident
23,Student,Above high school,6,38,Regularly,Sometimes,No,Bought with own money,No,Old,City Road,Wet,Rainy,Evening,2,70,63,3,0,No Accident
17,Student,Above high school,10,6,Never,Never,No,Inherited,No,New,City Road,Dry,Clear,Afternoon,3,70,96,1,0,No Accident
30,Student,Above high school,2,0,Regularly,Sometimes,Yes,Inherited,Yes,Old,City Road,Dry,Foggy,Night,7,70,62,4,0,No Accident
26,Student,Above high school,8,16,Regularly,Never,No,Bought with own money,No,New,City Road,Wet,Rainy,Afternoon,1,70,50,3,0,No Accident
24,Student,Above high school,4,3,Never,Sometimes,No,Bought with own money,No,Old,City Road,Dry,Foggy,Morning,6,70,103,2,0,No Accident
19,Student,Above high school,2,43,Never,Never,No,Inherited,Yes,New,City Road,Wet,Rainy,Afternoon,7,70,82,2,0,No Accident
26,Student,Above high school,10,3,Regularly,Sometimes,No,Bought with own money,No,Old,City Road,Dry,Clear,Night,2,70,81,5,0,No Accident
19,Student,Above high school,6,49,Never,Never,No,Inherited,No,New,City Road,Dry,Foggy,Afternoon,5,70,79,2,0,No Accident
16,Student,Above high school,1,26,Regularly,Sometimes,Yes,Inherited,Yes,Old,Highway,Wet,Rainy,Noon,3,70,76,5,0,No Accident
24,Student,Above high school,8,8,Regularly,Never,No,Bought with own money,No,New,Highway,Dry,Clear,Evening,4,70,41,3,0,No Accident
28,Student,Above high school,10,18,Never,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Foggy,Afternoon,6,70,97,8,0,No Accident
16,Student,Above high school,5,3,Never,Never,No,Inherited,Yes,New,Highway,Wet,Rainy,Night,4,70,66,6,0,No Accident
28,Student,Above high school,2,1,Regularly,Sometimes,No,Bought with own money,No,Old,Highway,Wet,Rainy,Afternoon,4,70,88,6,0,No Accident
20,Student,Above high school,9,6,Never,Never,No,Inherited,No,New,Highway,Dry,Clear,Morning,7,70,54,3,0,No Accident
18,Student,Above high school,7,16,Regularly,Sometimes,Yes,Inherited,Yes,Old,Highway,Dry,Foggy,Afternoon,1,70,104,2,0,No Accident
16,Student,Above high school,6,11,Regularly,Never,No,Bought with own money,No,New,Highway,Wet,Rainy,Night,6,70,50,7,0,No Accident
24,Student,Above high school,1,44,Never,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Foggy,Afternoon,1,70,86,8,0,No Accident
22,Student,Above high school,0,35,Never,Never,No,Inherited,Yes,New,Highway,Wet,Rainy,Noon,7,70,108,5,0,No Accident
27,Student,Above high school,7,8,Regularly,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Clear,Evening,4,70,46,1,0,No Accident
28,Student,Above high school,1,33,Never,Never,No,Inherited,No,New,Highway,Dry,Foggy,Afternoon,3,70,31,2,0,No Accident
20,Student,Above high school,3,8,Regularly,Sometimes,Yes,Inherited,Yes,Old,Highway,Wet,Rainy,Night,7,70,54,8,0,No Accident
21,Student,Above high school,10,48,Regularly,Never,No,Bought with own money,No,New,Highway,Dry,Clear,Afternoon,6,70,39,6,0,No Accident
15,Student,Above high school,8,46,Never,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Foggy,Morning,2,70,63,5,0,No Accident
16,Student,Above high school,9,10,Never,Never,No,Inherited,Yes,New,Highway,Wet,Rainy,Afternoon,4,70,56,6,0,No Accident
23,Student,Above high school,9,13,Regularly,Sometimes,No,Bought with own money,No,Old,Highway,Wet,Rainy,Night,1,70,100,4,0,No Accident
18,Student,Above high school,5,45,Never,Never,No,Inherited,No,New,Highway,Dry,Clear,Afternoon,3,70,106,8,0,No Accident
28,Student,Above high school,6,48,Regularly,Sometimes,Yes,Inherited,Yes,Old,Highway,Dry,Foggy,Noon,6,70,82,7,0,No Accident
30,Student,Above high school,7,19,Regularly,Never,No,Bought with own money,No,New,Highway,Wet,Rainy,Evening,6,70,50,4,0,No Accident
19,Student,Above high school,9,44,Never,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Foggy,Afternoon,4,70,88,6,0,No Accident
30,Student,Above high school,7,24,Never,Never,No,Inherited,Yes,New,Highway,Wet,Rainy,Night,4,70,47,2,0,No Accident
23,Student,Above high school,1,23,Regularly,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Clear,Afternoon,6,70,78,7,0,No Accident
28,Student,Above high school,10,36,Never,Never,No,Inherited,No,New,Highway,Dry,Foggy,Morning,3,70,94,8,0,No Accident
18,Student,Above high school,9,5,Regularly,Sometimes,Yes,Inherited,Yes,Old,Highway,Wet,Rainy,Afternoon,5,70,86,1,0,No Accident
21,Student,Above high school,9,13,Regularly,Never,No,Bought with own money,No,New,Highway,Dry,Clear,Night,3,70,105,8,0,No Accident
24,Student,Above high school,1,4,Never,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Foggy,Afternoon,3,70,102,3,0,No Accident
28,Student,Above high school,4,5,Never,Never,No,Inherited,Yes,New,Highway,Wet,Rainy,Noon,3,70,32,4,0,No Accident
19,Student,Above high school,8,34,Regularly,Sometimes,No,Bought with own money,No,Old,Highway,Wet,Rainy,Evening,3,70,106,6,0,No Accident
22,Student,Above high school,2,3,Never,Never,No,Inherited,No,New,Highway,Dry,Clear,Afternoon,3,70,49,2,0,No Accident
20,Student,Above high school,7,39,Regularly,Sometimes,Yes,Inherited,Yes,Old,Highway,Dry,Foggy,Night,7,70,102,5,0,No Accident
15,Student,Above high school,6,45,Regularly,Never,No,Bought with own money,No,New,Highway,Wet,Rainy,Afternoon,7,70,55,1,0,No Accident
26,Student,Above high school,7,4,Never,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Foggy,Morning,1,70,60,5,0,No Accident
27,Student,Above high school,8,16,Never,Never,No,Inherited,Yes,New,Highway,Wet,Rainy,Afternoon,2,70,106,8,0,No Accident
18,Student,Above high school,2,47,Regularly,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Clear,Night,2,70,30,1,0,No Accident
16,Student,Above high school,0,34,Never,Never,No,Inherited,No,New,Highway,Dry,Foggy,Afternoon,4,70,61,1,0,No Accident
27,Student,Above high school,0,8,Regularly,Sometimes,Yes,Inherited,Yes,Old,Highway,Wet,Rainy,Noon,4,70,65,4,0,No Accident
19,Student,Above high school,8,30,Regularly,Never,No,Bought with own money,No,New,Highway,Dry,Clear,Evening,3,70,108,5,0,No Accident
26,Student,Above high school,6,41,Never,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Foggy,Afternoon,3,70,58,6,0,No Accident
19,Student,Above high school,2,14,Never,Never,No,Inherited,Yes,New,Highway,Wet,Rainy,Night,5,70,107,1,0,No Accident
21,Student,Above high school,9,9,Regularly,Sometimes,No,Bought with own money,No,Old,Highway,Wet,Rainy,Afternoon,6,70,43,7,0,No Accident
15,Student,Above high school,0,17,Never,Never,No,Inherited,No,New,Highway,Dry,Clear,Morning,4,70,90,2,0,No Accident
18,Student,Above high school,7,49,Regularly,Sometimes,Yes,Inherited,Yes,Old,Highway,Dry,Foggy,Afternoon,6,70,64,4,0,No Accident
23,Student,Above high school,10,21,Regularly,Never,No,Bought with own money,No,New,Highway,Wet,Rainy,Night,4,70,61,6,0,No Accident
28,Student,Above high school,9,19,Never,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Foggy,Afternoon,1,70,50,1,0,No Accident
19,Student,Above high school,6,0,Never,Never,No,Inherited,Yes,New,Highway,Wet,Rainy,Noon,6,70,52,8,0,No Accident
21,Student,Above high school,1,33,Regularly,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Clear,Evening,4,70,51,8,0,No Accident
25,Student,Above high school,6,34,Never,Never,No,Inherited,No,New,Highway,Dry,Foggy,Afternoon,4,70,75,7,0,No Accident
26,Student,Above high school,4,6,Regularly,Sometimes,Yes,Inherited,Yes,Old,Highway,Wet,Rainy,Night,1,70,110,8,0,No Accident
28,Student,Above high school,3,5,Regularly,Never,No,Bought with own money,No,New,Highway,Dry,Clear,Afternoon,5,70,100,7,0,No Accident
25,Student,Above high school,3,38,Never,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Foggy,Morning,4,70,106,7,0,No Accident
20,Student,Above high school,0,6,Never,Never,No,Inherited,Yes,New,Highway,Wet,Rainy,Afternoon,1,70,78,1,0,No Accident
23,Student,Above high school,4,23,Regularly,Sometimes,No,Bought with own money,No,Old,Highway,Wet,Rainy,Night,5,70,67,4,0,No Accident
19,Student,Above high school,10,27,Never,Never,No,Inherited,No,New,Highway,Dry,Clear,Afternoon,7,70,90,6,0,No Accident
29,Student,Above high school,2,46,Regularly,Sometimes,Yes,Inherited,Yes,Old,Highway,Dry,Foggy,Noon,7,70,93,8,0,No Accident
15,Student,Above high school,9,36,Regularly,Never,No,Bought with own money,No,New,Highway,Wet,Rainy,Evening,5,70,85,2,0,No Accident
20,Student,Above high school,0,11,Never,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Foggy,Afternoon,2,70,88,6,0,No Accident
30,Student,Above high school,10,31,Never,Never,No,Inherited,Yes,New,Highway,Wet,Rainy,Night,7,70,94,7,0,No Accident
21,Student,Above high school,5,29,Regularly,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Clear,Afternoon,3,70,48,6,0,No Accident
26,Student,Above high school,0,38,Never,Never,No,Inherited,No,New,Highway,Dry,Foggy,Morning,4,70,49,1,0,No Accident
